recno,HD,HR,HIP,Fl,Bayer,Cst,SimbadName
3655,223640,9031,117629,108,i03,Aqr,HD 223640
3656,223647,9032,117689,,gam01,Oct,HD 223647
3657,223719,9033,117683,22,,Psc,HD 223719
3658,223768,9036,117718,81,phi,Peg,HD 223768
3659,223781,9039,117730,82,,Peg,HD 223781
3660,223807,9040,117756,,h,Aqr,HD 223807
3661,223825,9041,117761,24,,Psc,HD 223825
3662,223855,9042,117774,25,,Psc,HD 223855
3663,224014,9045,117863,7,rho,Cas,HD 224014
3664,224103,9048,117927,26,,Psc,HD 224103
3665,224151,9052,117957,,V373,Cas,HD 224151
3666,224309,9056,118027,,V,Cep,HD 224309
3667,224362,9061,118114,,gam02,Oct,HD 224362
3668,224392,9062,118121,,eta,Tuc,HD 224392
3669,224427,9064,118131,84,psi,Peg,HD 224427
3670,224481,9065,118178,1,,Cet,HD 224481
3672,224533,9067,118209,27,,Psc,HD 224533
3673,224554,9069,118234,,pi.,Phe,HD 224554
3674,224572,9071,118243,8,sig,Cas,HD 224572
3675,224617,9072,118268,28,ome,Psc,HD 224617
3676,224686,9076,118322,,eps,Tuc,HD 224686
3677,224801,9080,63,,CG,And,HD 224801
3678,224834,9081,88,,tau,Phe,HD 224834
3679,224889,9084,122,,the,Oct,HD 224889
3680,224926,9087,145,29,,Psc,HD 224926
3681,224930,9088,171,85,,Peg,HD 224930
3682,224935,9089,154,30,,Psc,HD 224935
3683,224990,9091,183,,zet,Scl,HD 224990
3684,224995,9092,186,31,,Psc,HD 224995
3685,225003,9093,194,32,c,Psc,HD 225003
3686,225132,9098,301,2,,Cet,HD 225132
3687,225180,9100,330,9,,Cas,HD 225180
3688,225212,9103,355,3,,Cet,HD 225212
3689,257498,,30756,15,,Gem,HD 257498
